LPP_PRS_IDE;LPP_RED_LIB;LPP_VAL_DTF;LPP_MAX_AGE;LPP_PRS_TYP;LPP_MED_IND;LPP_ARB_CHA;LPP_ARB_SC1;LPP_ARB_SC2;LPP_ARB_SC3;LPP_ARB_SC4;LPP_ARB_SC5;LPP_ARB_SC6;LPP_ARB_SC7;LPP_ARB_SC8;LPP_ARB_SC9;LPP_ARB_BAS;LPP_PRO_COD
2706980;ORTHESE SURO-PEDIEUSE, RESTITUTION ENERGIE, MATERIAUX COMPOSITES, OSDREMC.;;0;A;O;2;7;2;2;1;1;0;0;0;0;1.000000;
2708163;AI4A17 ARTICULATION GENOU POUR ORTHESE MEMBRE INF., PROTEOR, SPL BASKO, REVISION;;0;A;O;2;7;2;1;3;1;2;1;0;0;4.000000;
2709180;PIED RESTITUTION ENERGIE, CLASSE II, ORTHO, TRES.;;0;A;N;2;7;2;1;3;1;4;2;2;0;3.000000;
2709234;PIED RESTITUTION ENERGIE, CLASSE II, OTTO BOCK, TERION K2;;0;A;O;2;7;2;1;3;1;4;2;2;0;11.000000;
2709406;AMORTISSEUR DE CHOCS VERTICAUX ET DE TORSION EN ALLIAGE LEGER (PAR RESSORT);;0;A;N;2;7;2;1;3;2;5;0;0;0;3.000000;
2709493;PIED RESTITUTION ENERGIE, CLASSE I, PROTEOR, DYNASTEP.;;0;A;O;2;7;2;1;3;1;4;2;1;0;7.000000;
2710935;PSMA4. BATTERIE LI-ION OTTO BOCK 757B20 OU 757B21 SUPPLEMENTAIRE POUR ADULTE;;0;A;O;2;7;1;2;3;1;0;0;0;0;2.000000;
2711120;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, FLEX FOOT MODULAR III;;0;A;O;2;7;2;1;3;1;4;2;3;0;12.000000;
2711188;ADAPTATEUR DE ROTATION, OTTO BOCK, 4R57=ST.;;0;A;N;2;7;2;1;3;6;1;2;0;0;2.000000;
2711975;PIED RESTITUTION ENERGIE, AMPUTATION BASSE JAMBE, OTTO BOCK, LO RIDER;;0;A;O;2;7;2;1;3;1;4;2;4;0;5.000000;
2712093;PIED RESTITUTION ENERGIE, CLASSE I, MEDI, DYNAWALK M2LP.;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;16.000000;
2712325;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, RE-FLEX.;;0;A;O;2;7;2;1;3;1;4;2;3;0;15.000000;
2712526;PROTHESE MYOELECTRIQUE, MAIN, PRONOSUPINATION MOTORISEE, OTTO BOCK, MICHELANGELO;;0;A;O;2;7;1;2;1;0;0;0;0;0;2.000000;
2712874;PSMA16. PINCE ETAU OTTO BOCK 8E34=9 GREIFER DMC VARIPLUS POUR ADULTE;;0;A;O;2;7;1;2;3;8;0;0;0;0;4.000000;
2713490;PROTHESE MYOELECTRIQUE, MAIN, TOUCH BIONICS, I-LIMB ULTRA, EMBOITURE SOUS COUDE.;;0;A;O;2;7;1;2;1;0;0;0;0;0;15.000000;
2713891;PSMA9. MAIN ELECTRIQUE OTTO BOCK 8E44=7 TRANSCARPIENNE DIGITAL TWIN;;0;A;O;2;7;1;2;3;4;0;0;0;0;2.000000;
2713980;PIED RESTITUTION ENERGIE, CLASSE II, FREEDOM, PROMENADE.;;0;A;O;2;7;2;1;3;1;4;2;2;0;1.000000;
2714710;PROTHESE MYOELECTRIQUE, MAIN, TOUCH BIONICS, I-LIMB ULTRA;;0;A;O;2;7;1;2;1;0;0;0;0;0;6.000000;
2715157;PSMA2. PROTHESE DE BRAS OU D'EPAULE OTTO BOCK MYOBOCK;;0;A;O;2;7;1;2;3;9;0;0;0;0;2.000000;
2715246;PSMA21. COUDE OTTO BOCK 12K44;;0;A;O;2;7;1;2;3;7;0;0;0;0;2.000000;
2715401;PIED RESTITUTION ENERGIE, CLASSE III, FREEDOM, SILHOUETTE;;0;A;O;2;7;2;1;3;1;4;2;3;0;6.000000;
2715418;PSME7. GANT ESTHETIQUE PVC OTTO BOCK 8S20 POUR ENFANT;;0;A;O;2;7;1;2;3;2;0;0;0;0;2.000000;
2715855;PROTHESE MYOELECTRIQUE, MAIN PARTIELLE, 3 DOIGTS, TOUCH BIONICS, I-DIGITS.;;0;A;O;2;7;1;2;1;0;0;0;0;0;16.000000;
2716056;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, TALUX;;0;A;O;2;7;2;1;3;1;4;2;3;0;13.000000;
2716530;PIED RESTITUTION ENERGIE, CLASSE I, OTTO BOCK, ADJUST 1M10;;0;A;O;2;7;2;1;3;1;4;2;1;0;6.000000;
2716783;PSMA22. GANT ESTHETIQUE PVC OTTO BOCK 8S POUR ADULTE;;0;A;O;2;7;1;2;3;1;0;0;0;0;9.000000;
2717848;PROTHESE MYOELECTRIQUE, MAIN PARTIELLE, EMBOITURE, TOUCH BIONICS, I-DIGITS.;;0;A;O;2;7;1;2;1;0;0;0;0;0;17.000000;
2718664;PSMA3. CHARGEUR LI-ION OTTO BOCK 757L20 POUR ADULTE;;0;A;O;2;7;1;2;3;1;0;0;0;0;1.000000;
2719391;AMORTISSEUR DE CHOCS VERTICAUX EN CONE EN COMPOSITE DE CARBONE ET TITANE;;0;A;N;2;7;2;1;3;2;5;0;0;0;1.000000;
2719764;PSMA23. SANGLAGE DE CONTROLE OTTO BOCK A TRIPLE TRACTION 21A35=1 POUR ADULTE;;0;A;O;2;7;1;2;3;1;0;0;0;0;8.000000;
2719936;PIED RESTITUTION ENERGIE, REPARATION PIECES, SUR DEVIS ET FACTURE DETAILLEE;;0;R;O;2;7;2;1;3;1;4;2;6;0;2.000000;
2719994;PSMA12. MAIN ELECTRIQUE OTTO BOCK 8E39=6R/L7 DMC PLUS TAILLE 7 POUR PETITE MAIN;;0;A;O;2;7;1;2;3;8;0;0;0;0;2.000000;
2720448;PSMA17. MONTAGE ENDOSQUELETTIQUE OTTO BOCK 8R1;;0;A;O;2;7;1;2;3;1;0;0;0;0;6.000000;
2721749;PIED A RESTITUTION D'ENERGIE, REMPLACEMENT DU REVETEMENT ESTHETIQUE;;0;R;O;2;7;2;1;3;1;4;2;6;0;1.000000;
2721867;PROTHESE MYOELECTRIQUE, MAIN, TOUCH BIONICS, I-LIMB SKIN NATURAL, LE GANT.;;0;A;O;2;7;1;2;1;0;0;0;0;0;7.000000;
2724162;PIED RESTITUTION ENERGIE, CLASSE II, OTTO BOCK, UNIVERSAL;;0;A;O;2;7;2;1;3;1;4;2;2;0;9.000000;
2724311;PSMA15. PINCE ETAU OTTO BOCK 8E33=9 GREIFER DMC VARIPLUS POUR ADULTE;;0;A;O;2;7;1;2;3;5;0;0;0;0;4.000000;
2724564;PIED RESTITUTION ENERGIE, CLASSE III, OKO SOLUTION, AERIS SOLUTION;;0;A;O;2;7;2;1;3;1;4;2;3;0;9.000000;
2726014;PSMA14. MAIN ELECTRIQUE OTTO BOCK 8E39=8 SENSOR SPEED POUR ADULTE;;0;A;O;2;7;1;2;3;8;0;0;0;0;1.000000;
2726356;ORTHESE DYNAMIQUE, ADJONCTION, + 12 KG, DIRAME, ULTRAFLEX, PLATEFORME;;0;A;O;2;7;2;1;3;1;2;1;0;0;8.000000;
2727077;CHEVILLE MULTIFLEXION;;0;A;N;2;7;2;1;3;2;5;0;0;0;4.000000;
2727551;PIED RESTITUTION ENERGIE, CLASSE I, OKO SOLUTION, AERIS K2;;0;A;O;2;7;2;1;3;1;4;2;1;0;1.000000;
2728208;PIED RESTITUTION ENERGIE, CLASSE III, OTTO BOCK, TRITON LP;;0;A;O;2;7;2;1;3;1;4;2;3;0;19.000000;
2728757;PIED RESTITUTION ENERGIE, CLASSE II, OKO SOLUTION, PIED BREEZE.;08NOV2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;17.000000;
2729521;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, PRO-FLEX XC.;;0;A;O;2;7;2;1;3;1;4;2;3;0;16.000000;
2730694;PIED RESTITUTION ENERGIE, CLASSE III, OTTO BOCK, CHALLENGER 1E95.;;0;A;O;2;7;2;1;3;1;4;2;3;0;20.000000;
2730731;PIED RESTITUTION ENERGIE, CLASSE I, MEDI, DYNAWALK M1.;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;12.000000;
2730760;PSMA8. MAIN ELECTRIQUE OTTO BOCK 8E44=6 TRANSCARPIENNE DMC PLUS POUR ADULTE;;0;A;O;2;7;1;2;3;4;0;0;0;0;1.000000;
2731676;PIED RESTITUTION ENERGIE,AMPUTATION BASSE JAMBE,OTTO BOCK,LOW PROFIL AXTION 1E56;;0;A;O;2;7;2;1;3;1;4;2;4;0;3.000000;
2731854;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, VARI-FLEX XC;17APR2018:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;20.000000;
2732345;PROTHESE MYOELECTRIQUE, MAIN, GANT AXON SKIN NATURAL, OTTO BOCK, MICHELANGELO;;0;A;O;2;7;1;2;1;0;0;0;0;0;3.000000;
2732428;PIED RESTITUTION ENERGIE, CLASSE II, OSSUR, SURE-FLEX;17APR2018:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;18.000000;
2732724;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, PRO-FLEX LP.;;0;A;O;2;7;2;1;3;1;4;2;3;0;17.000000;
2732753;PROTHESE MYOELECTRIQUE, MAIN PARTIELLE, RECOUV. POUCE, TOUCH BIONICS, I-DIGITS;;0;A;O;2;7;1;2;1;0;0;0;0;0;13.000000;
2733149;ORTHESE DYNAMIQUE, ADJONCTION, 13-23 KG, DIRAME, ULTRAFLEX, SYSTEME TENSION;;0;A;O;2;7;2;1;3;1;2;1;0;0;7.000000;
2733439;PIED RESTITUTION ENERGIE, CLASSE I, OTTO BOCK, 1D. 10.;;0;A;O;2;7;2;1;3;1;4;2;1;0;4.000000;
2733445;PSMC6. ELECTRODE OTTO BOCK 13E200=50 STANDARD POUR ADULTE ET ENFANT;;0;A;O;2;7;1;2;3;3;0;0;0;0;1.000000;
2733988;PIED PROTHETIQUE, CLASSE I, PROTEOR, GERY.;;0;A;N;2;7;2;1;3;1;4;1;0;0;1.000000;
2734700;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, VARI-FLEX.;;0;A;O;2;7;2;1;3;1;4;2;3;0;14.000000;
2735119;PIED RESTITUTION ENERGIE, CLASSE III, PROTEOR, RUSH HIPRO.;;0;A;O;2;7;2;1;3;1;4;2;3;0;23.000000;
2735467;PIED RESTITUTION ENERGIE, CLASSE I, OTTO BOCK, AQUA FOOT;;0;A;O;2;7;2;1;3;1;4;2;1;0;5.000000;
2736515;PROTHESE MYOELECTRIQUE, MAIN, OTTO BOCK, MICHELANGELO.;;0;A;O;2;7;1;2;1;0;0;0;0;0;1.000000;
2736596;ORTHESE CRURO-JAMBIERE, SUR MESURE, ARTICULATION, PROTEOR, ODRA.;;0;A;N;2;7;2;2;1;12;2;0;0;0;1.000000;
2737450;PIED RESTITUTION ENERGIE, CLASSE III, FREEDOM, DYNADAPT;;0;A;O;2;7;2;1;3;1;4;2;3;0;7.000000;
2737503;PSMA6. PRONOSUPINATION OTTO BOCK 10S17;;0;A;O;2;7;1;2;3;1;0;0;0;0;4.000000;
2737584;PSMC5. ELECTRODE OTTO BOCK 13E202=50 AVEC JOINT D'ETANCHEITE;;0;A;O;2;7;1;2;3;3;0;0;0;0;2.000000;
2739353;PROTHESE MYOELECTRIQUE, MAIN, TOUCH BIONICS, I-LIMB SKIN NATURAL, BOITE DE 4;;0;A;O;2;7;1;2;1;0;0;0;0;0;8.000000;
2739399;PIED RESTITUTION ENERGIE, CLASSE III, PROTEOR, DYNATREK 1A600.;;0;A;O;2;7;2;1;3;1;4;2;3;0;22.000000;
2739666;PIED RESTITUTION ENERGIE, CLASSE III, G2M, CATALYST 9;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;11.000000;
2740534;PSME5. MAIN OTTO BOCK 8E51 POUR ENFANT TAILLE 5 AVEC SON BOITIER DE COMMANDE;;0;A;O;2;7;1;2;3;2;0;0;0;0;4.000000;
2740830;PIED RESTITUTION ENERGIE, CLASSE III, LINDHE, XTEND FOOT H100.;;0;A;O;2;7;2;1;3;1;4;2;3;0;8.000000;
2741321;PIED RESTITUTION ENERGIE, CLASSE II, FREEDOM, SENATOR.;;0;A;O;2;7;2;1;3;1;4;2;2;0;2.000000;
2742214;PIED, VARIANTE PROTHESE ENDO, ENDOLITE, MULTIFLEX;;0;A;O;2;7;2;1;3;1;4;1;0;0;2.000000;
2744176;REVETEMENT DE PROTECTION POUR PROTHESE TIBIALE, AQUALEG SAS, AQUALEG;;0;A;O;2;7;2;1;3;6;3;0;0;0;1.000000;
2745900;PIED RESTITUTION ENERGIE, AMPUTATION BASSE JAMBE, FREEDOM, PACIFICA LP.;;0;A;O;2;7;2;1;3;1;4;2;4;0;1.000000;
2746548;PIED RESTITUTION ENERGIE, CLASSE II, MEDI, MEDI PANTHERA CF1;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;14.000000;
2746732;PIED RESTITUTION ENERGIE, CLASSE II, OTTO BOCK, TERION;;0;A;O;2;7;2;1;3;1;4;2;2;0;10.000000;
2746838;PSMC2. INTERRUPTEUR OTTO BOCK POUR ADULTE ET ENFANT;;0;A;O;2;7;1;2;3;3;0;0;0;0;3.000000;
2747542;PIED RESTITUTION ENERGIE, CLASSE III, OSSUR, FLEX-WALK;17APR2018:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;19.000000;
2747803;PSMA19. FERRURES OTTO BOCK 16X12;;0;A;O;2;7;1;2;3;6;0;0;0;0;1.000000;
2747810;PROTHESE MYOELECTRIQUE, MAIN PARTIELLE, RECOUV. DOIGTS, TOUCH BIONICS, I-DIGITS.;;0;A;O;2;7;1;2;1;0;0;0;0;0;12.000000;
2748085;PIED RESTITUTION ENERGIE, CLASSE II, OKO SOLUTION, VENTURE;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;4.000000;
2748091;BOTTE RIGIDE POLYOLEFINE SANS VALVE ANTERIEURE;;0;A;N;2;7;2;2;1;2;2;0;0;0;1.000000;
2748263;PSME6. CABLE DE RACCORDEMENT ACCUMULATEUR AVEC CLIP EXTERIEUR;;0;A;O;2;7;1;2;3;2;0;0;0;0;1.000000;
2748620;PIED RESTITUTION ENERGIE, CLASSE I, MEDI, DYNAWALK M2R.;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;13.000000;
2749305;PIED RESTITUTION ENERGIE, CLASSE III, MEDI, MEDIPRO FLEX V;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;9.000000;
2749357;AMORT DE CHOCS VERTIC. ET DE TORSION EN COMPOSITE DE CARBONE ET ALLIAGE LEGER;;0;A;N;2;7;2;1;3;2;5;0;0;0;2.000000;
2749759;ARTICULATION GENOU POUR ORTHESE MEMB. INFER., E-MAG ACTIVE,OTTOBOCK,REVIS ANNUEL;;0;A;O;2;7;2;2;2;3;1;1;2;0;2.000000;
2750840;PROTHESE MYOELECTRIQUE, MAIN PARTIELLE, 4 DOIGTS, TOUCH BIONICS, I-DIGITS.;;0;A;O;2;7;1;2;1;0;0;0;0;0;10.000000;
2751437;PROTHESE MYOELECTRIQUE, MAIN, TOUCH BIONICS, I-LIMB SKIN ACTIVE, LE GANT.;;0;A;O;2;7;1;2;1;0;0;0;0;0;9.000000;
2751911;PSMA24. MAIN ELECTRIQUE OTTO BOCK 8E38=8 SENSOR SPEED POUR ADULTE;;0;A;O;2;7;1;2;3;5;0;0;0;0;1.000000;
2752187;PIED RESTITUTION ENERGIE, CLASSE III, OTTO BOCK, TRITON;;0;A;O;2;7;2;1;3;1;4;2;3;0;18.000000;
2752218;GENOU MONOAXIAL, HYDRAULIQUE, MICROPROCESSEUR, OTTOBOCK, KENEVO.;;0;A;N;2;7;2;1;3;1;2;1;0;0;1.000000;
2754186;PIED RESTITUTION ENERGIE, CLASSE III, ORTHO, DURALITE;;0;A;O;2;7;2;1;3;1;4;2;3;0;10.000000;
2754654;PIED RESTITUTION ENERGIE, CLASSE II, OTTO BOCK, ADJUST 1M10;09AUG2016:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;6.000000;
2754720;PIED RESTITUTION ENERGIE, CLASSE I, OTTO BOCK, GREISSINGER. 1A30;;0;A;O;2;7;2;1;3;1;4;2;1;0;2.000000;
2755263;ORTHESE DYNAMIQUE, ADJONCTION, > 35 KG, DIRAME, ULTRAFLEX, SYSTEME TENSION;;0;A;O;2;7;2;1;3;1;2;1;0;0;5.000000;
2755458;PIED RESTITUTION ENERGIE, CLASSE III, PROTEOR, DYNA C;;0;A;O;2;7;2;1;3;1;4;2;3;0;25.000000;
2756400;PIED RESTITUTION ENERGIE, CLASSE III, PROTEOR, CADENCE HP;18MAY2017:00:00:00;0;A;O;2;7;2;1;3;1;4;3;0;0;10.000000;
2756570;ORTHESE DYNAMIQUE, ADJONCTION, - 12 KG, DIRAME, ULTRAFLEX, ARTICULATION LIBRE;;0;A;O;2;7;2;1;3;1;2;1;0;0;11.000000;
2756825;PIED RESTITUTION ENERGIE, CLASSE II, OSSUR, BALANCE FOOT J;;0;A;O;2;7;2;1;3;1;4;2;2;0;5.000000;
2757121;SYSTEME A DEPRESSURISATION CONTROLE, OTTO BOCK, SYSTEME HARMONY.;;0;A;N;2;7;2;1;3;6;3;0;0;0;2.000000;
2759338;PIED RESTITUTION ENERGIE, CLASSE III, ENDOLITE, ESPRIT;;0;A;O;2;7;2;1;3;1;4;2;3;0;3.000000;
2759640;PIED RESTITUTION ENERGIE, CLASSE II, PROTEOR, DYNACITY 1A510.;;0;A;O;2;7;2;1;3;1;4;2;2;0;13.000000;
1390977;SYSTEME COMPRESSION VEINEUSE, URGO, URGOK2 18-25 CM, LG 12CM;;0;A;N;1;3;2;1;4;0;0;0;0;0;7.000000;
3123275;IMPLANT MAMMAIRE, ROND, GEL, TEXTURE, MOTIVA IMPLANTS, SILKSURFACE PLUS.;;0;A;O;3;1;7;0;0;0;0;0;0;0;18.000000;
3123306;RECONSTRUCTION HUMERALE, MODULAIRE, TIGE ULNAIRE A CIMENTER, IMPLANTCAST, MUTARS;;0;A;O;3;1;2;6;0;0;0;0;0;0;52.000000;
3123329;ENDOPROTHESE POUR EMBOLISATION, MEDTRONIC, PIPELINE FLEX, DIAM 4,00.;;0;A;N;3;1;1;2;7;0;0;0;0;0;36.000000;
3123364;IMPLANT ORL, OREILLE, ATTACHE PISTON ET MUSCLE DE L'ETRIER;01MAR2015:00:00:00;0;A;N;3;1;5;2;0;0;0;0;0;0;8.000000;
3123387;UROGENITAL, AMS, POMPE DE CONTROLE, AMS 800;;0;A;O;3;1;12;2;0;0;0;0;0;0;4.000000;
3123447;ENDOPROTHESE AORTIQUE FENETREE, VASCUTEK, ANACONDA FENETREE, CORPS PRINCIPAL BIF;;0;A;O;3;1;1;2;4;2;0;0;0;0;38.000000;
3123536;ENDOPROTHESE CORONAIRE,STENT A LIB. DE SIROLIMUS,CORDIS,CYPHER, DIAM 2,5 MM;01DEC2007:00:00:00;0;A;O;3;1;1;2;3;4;0;0;0;0;45.000000;
3123654;ENDOPROT. CORONAIRE,STENT LIB. EVEROLIMUS,BOSTON,PROMUS ELEMENT LONG,DIAM 2,50MM;01JAN2015:00:00:00;0;A;O;3;1;1;2;3;4;0;0;0;0;96.000000;
3123690;IMPLANT D'EMBOLISATION ARTERIELLE METALLIQUE POUSSE, ARTERES PERIPHERIQUES;;0;A;O;3;1;1;2;7;0;0;0;0;0;1.000000;4
3123714;HANCHE, DOUBLE MOBILITE, SYMBIOS SERENITY, CUPULE NON CIMENTEE.;;0;A;O;3;1;2;1;4;4;0;0;0;0;89.000000;
3123737;ENDOPROTHESE POUR EMBOLISATION, STRYKER, SURPASS STREAMLINE, DIAM 4,00;;0;A;O;3;1;1;2;7;0;0;0;0;0;44.000000;
3123772;ENDOPROTHESE CORONAIRE, STENT LIB. BIOLIMUS, CARDINAL, LUMENO FLEX, 2,5 MM;;0;A;O;3;1;1;2;3;4;0;0;0;0;219.000000;
3124027;GENOU, IMPLANT FEMORAL, UNICONDYLIEN OU UNICOMPARTIMENTAL, CIMENTE;;0;A;N;3;1;2;1;3;1;0;0;0;0;1.000000;12
3124145;OSTEOSYNTHESE, BROCHE CLASSIQUE;15MAR2006:00:00:00;0;A;N;3;1;2;3;7;0;0;0;0;0;1.000000;
3124240;IMPL. TEND., PROTHET.OU DE RENFORT,TEXTILE POUR RUPT. DE LA COIFFE DES ROTATEURS;;0;A;N;3;1;2;5;0;0;0;0;0;0;2.000000;
3124263;IMPLANT MAMMAIRE, ROND, GEL, LISSE, GROUPE SEBBIN.;;0;A;O;3;1;7;0;0;0;0;0;0;0;25.000000;
3124300;ENDOPROTHESE PERIPHERIQUE, STENT LIB EVEROLIMUS, BOSTON, PROMUS BTK;;0;A;O;3;1;1;2;4;5;0;0;0;0;7.000000;
3124352;ENDOPROT CORONAIRE, STENT LIB. ZOTAROLIMUS,MEDTRONIC,RESOLUTE INTEGRITY, 3,5MM.;;0;A;N;3;1;1;2;3;4;0;0;0;0;43.000000;
3124369;IMPLANT OSSEUX GEOMETRIQUE, > 15CM3, ARTHREX, HATRIC;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;83.000000;
3124375;OSTEOSYNTHESE, VIS ADAPTABLE SUR UN TROU FILETE D'UN IMPLANT, SANS CONTREVIS;15MAR2006:00:00:00;0;A;N;3;1;2;3;5;0;0;0;0;0;11.000000;
3124381;ENDOPROTHESE POUR EMBOLISATION, MEDTRONIC, PIPELINE FLEX, DIAM 4,50.;;0;A;N;3;1;1;2;7;0;0;0;0;0;38.000000;
3124412;ENDOPROTHESE POUR EMBOLISATION, MEDTRONIC, PIPELINE FLEX, DIAM 2,50.;;0;A;N;3;1;1;2;7;0;0;0;0;0;18.000000;
3124501;RECONSTRUCTION HUMERALE, MODULAIRE, TAMPON ULNAIRE, IMPLANTCAST, MUTARS;;0;A;O;3;1;2;6;0;0;0;0;0;0;53.000000;
3124553;ENDOPROTHESE AORTIQUE, ENDOLOGIX, POWERLINK, MONOCORPS BIFURQUE AORTOBIFEMORAL;19APR2018:00:00:00;0;A;O;3;1;1;2;4;2;0;0;0;0;1.000000;
3124665;IMPLANT OSSEUX ANATOMIQUE, CHIRURGIE ORTHOPEDIQUE, KASIOS, TCH;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;109.000000;
3124790;HANCHE, TETE FEMORALE, TIGE ALLIAGE METAL., BIOMET, RECAP/MAGNUM, RESURFACAGE;;0;A;O;3;1;2;1;4;2;0;0;0;0;9.000000;
3124820;ENDOPROTHESE AORTIQUE, VASCUTEK, ANACONDA, CORPS BIFURQUE;;0;A;O;3;1;1;2;4;2;0;0;0;0;33.000000;
3124895;IMPLANT OSSEUX ANATOMIQUE, CHIRURGIE NON ORTHOPEDIQUE, TEKNIMED, CEMENTEK;12MAR2004:00:00:00;0;A;O;3;5;0;0;0;0;0;0;0;0;287.000000;
3124903;IMPLANT OSSEUX GEOMETRIQUE, > 5CM3 ET < OU = 15CM3, TEKNIMED, CERAFORM;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;82.000000;
3124932;IMPLANT OSSEUX, POUDRE, LAMELLES, COPEAUX, <OU= 15CM3, ORTHOTECHNIQUE,OSTEOSET T;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;13.000000;
3124955;ENDOPROTHESE CORONAIRE, STENT LIB. D'EVEROLIMUS, ABBOTT, XIENCE V, DIAM 2,25MM;;0;A;O;3;1;1;2;3;4;0;0;0;0;1.000000;
3125104;HANCHE, COTYLE, ALLIAGE METALLIQUE, JOHNSON, 85-9836;01JUN2005:00:00:00;0;A;N;3;1;2;1;4;3;0;0;0;0;9.000000;
3125200;IMPLANT OSSEUX GEOMETRIQUE, < OU = 5CM3, TEKNIMED, CERATITE;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;62.000000;
3125245;IMPLANT OSSEUX GEOMETRIQUE, < OU = 5CM3, KASIOS, TCH;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;52.000000;
3125251;HANCHE, DOUBLE MOBILITE, STRYKER, RESTORATION ADM, CUPULE DROITE NON CIMENTEE;;0;A;O;3;1;2;1;4;4;0;0;0;0;8.000000;
3125305;HANCHE, TETE ET TETE A JUPE ALLIAGE METALLIQUE, JOHNSON ET JOHNSON, REF. 85-9848;01JUN2005:00:00:00;0;A;N;3;1;2;1;4;2;0;0;0;0;6.000000;
3125446;HANCHE, INSERT, POLYMERE MASSIF, POLYETHYLENE, STRYKER, TRIDENT X3 32 MM;;0;A;O;3;1;2;1;4;5;0;0;0;0;16.000000;
3125452;IMPLANT CRANIO-MAXILLO-FACIAL, PLAQUE MICRO, NON DROITE;;0;A;N;3;1;2;3;12;2;0;0;0;0;4.000000;
3125469;ENDOPROT. CORONAIRE, STENT LIB. EVEROLIMUS, BOSTON, PROMUS PREMIER, DIAM 2,75MM;;0;A;O;3;1;1;2;3;4;0;0;0;0;140.000000;
3125529;POIGNET, IMPLANT TRAPEZO-METACARPIEN, METALLIQUE OU MIXTE;;0;A;N;3;1;2;1;6;3;0;0;0;0;2.000000;20
3125587;ENDOPROTHESE CORONAIRE, STENT LIB, SIROLIMUS, TERUMO, ULTIMASTER DIAM 2,25MM.;;0;A;O;3;1;1;2;3;4;0;0;0;0;247.000000;
3125653;IMPLANT NEUROLOGIQUE, VALVE D'HYDROCEPHALIE PROGRAMMABLE;15MAR2006:00:00:00;0;A;N;3;1;4;1;0;0;0;0;0;0;4.000000;7
3125676;IMPLANT REFECTION PAROI, > 250CM2 & <OU= 450CM2, BARD, COMPOSIX KUGEL;20MAR2009:00:00:00;0;A;O;3;1;6;1;2;0;0;0;0;0;17.000000;
3125736;HANCHE, DOUBLE MOBILITE, ATF, LIBERTY, INSERT DIAM. 22 MM.;;0;A;O;3;1;2;1;4;4;0;0;0;0;59.000000;
3125854;IMPLANT OSSEUX ANATOMIQUE, CHIRURGIE NON ORTHOPEDIQUE, TEKNIMED, CERAFORM;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;139.000000;
3125943;ENDOPROT CORONAIRE, STENT LIB. ZOTAROLIMUS,MEDTRONIC,RESOLUTE INTEGRITY, 4MM.;;0;A;N;3;1;1;2;3;4;0;0;0;0;44.000000;
3126032;OSTEOSYNTHESE, VIS PLAQUE AVEC SYSTEME DE BLOCAGE, ADHERENTE OU A CRENAGE;15MAR2006:00:00:00;0;A;N;3;1;2;3;3;0;0;0;0;0;4.000000;
3126055;ENDOPROTHESE CORONAIRE, STENT LIB. PACLITAXEL,BOSTON, TAXUS ELEM,DIAM 5,00MM;01JAN2016:00:00:00;0;A;N;3;1;1;2;3;4;0;0;0;0;82.000000;
3126109;ENDOPROTHESE ARTERIELLE COUVERTE, GORE, VIABAHN;;0;A;O;3;1;1;2;4;5;0;0;0;0;5.000000;
3126405;ENDOPROT CORONAIRE, STENT LIB.ZOTAROLIMUS, MEDTRONIC, ENDEAVOR RESOLUTE, 3,0 MM;;0;A;O;3;1;1;2;3;4;0;0;0;0;36.000000;
3126486;RECONSTRUCTION FEMORALE, MODULAIRE, STANMORE, METS, CHARNIERE FIXE;;0;A;O;3;1;2;6;0;0;0;0;0;0;9.000000;
3126724;ENDOPROTHESE CAROTIDIENNE, MEDTRONIC, PROTEGE RX.;;0;A;O;3;1;1;2;2;0;0;0;0;0;7.000000;
