BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
1503;CALORIMETRIE FECALE. EN CAS D'AUGMENTATION DE CE PARAMETRE, LE BIOLOGISTE POURRA A SON INITIATIVE;07NOV2008:00:00:00;;13;4;0;0;0;16.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;80.00
1504;MISE EN EVIDENCE D'UNE CONTAMINATION URINAIRE. CET ACTE COMPREND OBLIGATOIREMENT L'EXAMEN MICROSCO;07NOV2008:00:00:00;;13;4;0;0;0;17.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;50.00
1505;EXAMEN MICROSCOPIQUE DES URINES POUR MISE EN EVIDENCE D'UNE FISTULE ENTERO-VESICALE.;07NOV2008:00:00:00;;13;4;0;0;0;18.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;30.00
1506;DOSAGE DE L'ELASTASE FECALE. CET ACTE EST INDIQUE DANS LE DIAGNOSTIC DES INSUFFISANCES PANCREATIQUE;07NOV2008:00:00:00;;13;4;0;0;0;20.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;1;;;;B;120.00
1507;TEST A L'HYDROGENE EXPIRE : PRELEVEMENTS. RECUEIL D'AU MOINS 6 ECHANTILLONS D'AIR EXPIRE, AVANT ET;07NOV2008:00:00:00;;13;4;0;0;0;22.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;60.00
1508;TEST A L'HYDROGENE EXPIRE : MESURES. MESURE DE L'HYDROGENE EXPIRE DANS 6 ECHANTILLONS AU MOINS EN V;07NOV2008:00:00:00;;13;4;0;0;0;23.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;200.00
1510;AMYLASEMIE. POUR LES EXAMENS 1510 ET 1511, COTATION  MAXIMUM  DE DEUX DOSAGES SIMULTANES DANS DEUX M;01JAN1996:00:00:00;;11;0;0;0;0;1.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
1511;AMYLASE (AUTRE LIQUIDE BIOLOGIQUE). POUR LES EXAMENS 1510 ET 1511, COTATION MAXIMUM DE DEUX DOSAGES;01JAN1996:00:00:00;;11;0;0;0;0;2.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;2;;0;;;;;B;7.00
1513;ALDOLASE (SANG);01JAN1996:00:00:00;;11;0;0;0;0;3.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;25.00
1518;GLUCOSE-6-PHOSPHATE DESHYDROGENASE (G6PD) (SANG);01JAN1996:00:00:00;;11;0;0;0;0;8.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;30.00
1519;LYSOZYME OU MURAMIDASE (URINE);14FEB1997:00:00:00;;11;0;0;0;0;24.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;1;;0;;;;;B;60.00
1520;CREATINE PHOSPHOKINASE (CPK)  LA COTATION DE L'ACTE 1520 N'EST  PAS  CUMULABLE AVEC CELLE DE LA TROP;01JAN1996:00:00:00;;11;0;0;0;0;10.000000;8;EXPLORATION CARDIAQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
1521;LACTATE DESHYDROGENASE (LDH) (AUTRE LIQUIDE BIOL QUE SANG);01JAN1996:00:00:00;;11;0;0;0;0;12.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;2;;0;;;;;B;7.00
1525;5'NUCLEOTIDASE (SANG);01JAN1996:00:00:00;;11;0;0;0;0;15.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;1;;0;;;1;1;B;7.00
1526;CREATINE PHOSPHOKINASE MB. LA COTATION DE L'ACTE 1526   N'EST PAS CUMULABLE AVEC CELLE DE LA TROPONI;01JAN1996:00:00:00;;11;0;0;0;0;16.000000;8;EXPLORATION CARDIAQUE;14APR2018:00:00:00;;;;1;;0;;;;1;B;20.00
1527;PYRUVATE KINASE (SANG);01JAN1996:00:00:00;;11;0;0;0;0;17.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1533;LYSOZYME OU MURAMIDASE (SANG);01JAN1996:00:00:00;;11;0;0;0;0;22.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;1;;0;;;;1;B;60.00
1554;MAI NSO : AC ANTI-ADN NATIF PAR IFI SUR AUTRE LIQ BIOL QUE SANG;14FEB1997:00:00:00;;7;3;0;0;0;5.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;1;;0;1;;;;B;40.00
1555;MAI NSO : AC ANTI-ADN NATIF PAR METH. MARQUEUR SUR AUTRE LIQ BIOL QUE SANG;14FEB1997:00:00:00;;7;3;0;0;0;7.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;1;;0;1;;;;B;70.00
1571;RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION;01JAN1996:00:00:00;;12;0;0;0;0;21.000000;12;PROTEINES SERIQUES;08FEB2009:00:00:00;;;;1;;0;;;1;1;B;160.00
1572;PROTEINOGRAMME 0570 ET TYPAGE 1571;01JAN1996:00:00:00;;12;0;0;0;0;22.000000;12;PROTEINES SERIQUES;08FEB2009:00:00:00;;;;1;;0;;;1;1;B;200.00
1573;RECHERCHE DE CRYOGLOBULINES APRES SEPARATION EXTEMPORANEE DU SERUM A LA TEMPERATURE DE 37 C;01JAN1996:00:00:00;;12;0;0;0;0;23.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;1;B;20.00
1575;MYOGLOBINE (DOSAGE PAR METHODE IMMUNO-CHIMIQUE OU PAR AUTRE METHODE SPECIFIQUE) LE DOSAGE DE LA MY;01JAN1996:00:00:00;;12;0;0;0;0;36.000000;8;EXPLORATION CARDIAQUE;13APR2014:00:00:00;;;;1;;0;;;;1;B;35.00
1576;PROTEINES GLYQUEES (TYPE FRUCTOSAMINE OU AUTRE) : DOSAGE;01JAN1996:00:00:00;;12;0;0;0;0;40.000000;6;EXPLORATION GLUCIDIQUE;19JAN2010:00:00:00;;;;1;;0;1;;;1;B;30.00
281;CMI CHAMPIGNON FILAMENTEUX DE POUSSE LENTE;01JAN1996:00:00:00;;6;6;0;0;0;8.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;1;;B;80.00
286;EX. PARASITO. DES SELLES AVEC 2 METHODES DE CONCENTRATION;01JAN1996:00:00:00;;6;5;0;0;0;1.000000;17;MICROBIOLOGIE COURANTE;30JUL1997:00:00:00;;;;1;;0;;;;;B;95.00
287;EX. PARASITO. DES SELLES AVEC 1 METHODE   DE CONCENTRATION;01JAN1996:00:00:00;;6;5;0;0;0;2.000000;17;MICROBIOLOGIE COURANTE;30JUL1997:00:00:00;;;;0;;0;;;;;B;60.00
288;EX. PARASITO. SELLES EMISES AU LABO (0259 + 0286);01JAN1996:00:00:00;;6;5;0;0;0;4.000000;17;MICROBIOLOGIE COURANTE;30JUL1997:00:00:00;;;;1;;0;;;;;B;145.00
289;AMIBES : CULTURE SUR SELLES EMISES AU LABORATOIRE;01JAN1996:00:00:00;;6;5;0;0;0;5.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;1;;B;50.00
290;CRYPTOSPORIDIUM : RECH. SUR SELLES FRAICHEMENT EMISES;01JAN1996:00:00:00;;6;5;0;0;0;6.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;;;B;60.00
316;DOSAGE DU COMPLEMENT CH50 PAR REACTION D'HEMOLYSE;01JAN1996:00:00:00;;12;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;;;;1;B;30.00
320;ALPHA-FOETOPROTEINE (AFP) : DOSAGE COTATION NON CUMULABLE AVEC  CELLE DES ACTES 4004 ET 4005.;01JAN1996:00:00:00;;12;0;0;0;0;47.000000;13;MARQUEURS TUMORAUX;01APR2017:00:00:00;;;;1;;0;;;;1;B;60.00
321;BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE;14FEB1997:00:00:00;;12;0;0;0;0;9.000000;12;PROTEINES SERIQUES;28JAN2004:00:00:00;;;;1;4;2;;;;;B;35.00
322;HEPATITE B (VHB) : SD : AG HBS PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;94.000000;19;HEPATITES VIRALES;01APR2017:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
323;HEPATITE B (VHB) : SD : AC ANTIHBS (IGG OU IG  TOTALES) PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;95.000000;19;HEPATITES VIRALES;01APR2017:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
324;BETA 2 MICROGLOBULINE  DANS LE SANG :  DOSAGE;01JAN1996:00:00:00;;12;0;0;0;0;8.000000;12;PROTEINES SERIQUES;28JAN2004:00:00:00;;;;1;4;2;;;;1;B;35.00
325;CARBAMAZEPINE (TEGRETOL);01JAN1996:00:00:00;;14;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;65.00
327;DIGOXINE OU DIGITOXINE (DIGITALINE);01JAN1996:00:00:00;;14;0;0;0;0;48.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;65.00
328;ETHOSUXIMIDE (ZARONTIN);01JAN1996:00:00:00;;14;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
330;ESTRADIOL DANS LE SANG (CHEZ LA FEMME);01JUL1999:00:00:00;;10;0;0;0;0;5.000000;15;HORMONOLOGIE COURANTE;14APR2018:00:00:00;;;;3;;0;;;;1;B;49.00
332;PHENITOINE (DIPHENYL-HYDANTOINE, DIHYDAN, ...);01JAN1996:00:00:00;;14;0;0;0;0;37.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;55.00
333;PHENOBARBITAL (GARDENAL, ...);01JAN1996:00:00:00;;14;0;0;0;0;38.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;55.00
334;PROGESTERONE;01JAN1996:00:00:00;;10;0;0;0;0;13.000000;15;HORMONOLOGIE COURANTE;20APR2016:00:00:00;;;;3;;0;;;;1;B;50.00
335;THEOPHYLLINE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;13.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;50.00
340;ACIDE VALPROIQUE.;01JAN1996:00:00:00;;14;0;0;0;0;36.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;;;;1;B;65.00
343;PROLACTINE;01JAN1996:00:00:00;;10;0;0;0;0;15.000000;15;HORMONOLOGIE COURANTE;20APR2016:00:00:00;;;;3;;0;;;;1;B;50.00
350;STATUT SEROLOGIQUE  DIAGNOSTIC D'UNE INFECTION  RECENTE - IGM ANTI-VHA;01JAN1996:00:00:00;;19;0;0;0;0;30.000000;19;HEPATITES VIRALES;01FEB2019:00:00:00;;;;1;;0;;;;1;B;60.00
351;HEPATITE B (VHB) : SD : AC ANTIHBC TOTAUX PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;96.000000;19;HEPATITES VIRALES;01APR2017:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
352;HEPATITE B (VHB) : SD : AC ANTIHBC IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;97.000000;19;HEPATITES VIRALES;11FEB2011:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;60.00
353;HEPATITE B (VHB) : SD : AG HBE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;98.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;55.00
354;HEPATITE B (VHB) : SD : AC ANTIHBE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;99.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
357;TESTOSTERONE (CHEZ L'HOMME);01JAN1996:00:00:00;;10;0;0;0;0;9.000000;15;HORMONOLOGIE COURANTE;14APR2018:00:00:00;;;;3;;0;;;;1;B;50.00
358;PROTEINE DE TRANSPORT DES HORM. SEXUELLES (TEBG, SBG) (SANG);01JAN1996:00:00:00;;10;0;0;0;0;20.000000;90;AUTRES (tous les autres codes);19JAN2010:00:00:00;;;;3;;0;;;;1;B;70.00
364;SEROTONINE PAR CHROMATOGRAPHIE LIQUIDE  A HAUTE PERFORMANCE (CLHP);01JAN1996:00:00:00;;10;0;0;0;0;37.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;3;;0;;;;1;B;120.00
388;INFECTION A VIH 1 ET 2 : 0388 SERODIAGNOSTIC DE  DEPISTAGE  SELON LES DISPOSITIONS DE L'ARRETE DU 28;01JAN1996:00:00:00;;7;6;0;0;0;53.000000;18;INFECTIONS A VIH;01APR2017:00:00:00;;;1;1;;0;;;1;1;B;50.00
389;INFECTION A VIH 1 ET 2 :   ANALYSE DE CONFIRMATION DU    SERODIAGNOSTIC DE DEPISTAGE PAR  TECHNIQUE;01JAN1996:00:00:00;;7;6;0;0;0;54.000000;18;INFECTIONS A VIH;14APR2018:00:00:00;;;1;1;;0;;;1;1;B;150.00
390;INFECTION A VIH 1 ET 2 :   0390 DEUX REACTIONS OU   PLUS (VIH 1, VIH  2)   LES COTATIONS 0389 ET 039;01JAN1996:00:00:00;;7;6;0;0;0;55.000000;18;INFECTIONS A VIH;14APR2018:00:00:00;;;1;1;;0;;;1;1;B;220.00
392;INFECTION A VIH 1 ET 2 : 0392 RECHERCHE ET TITRAGE DE L'ANTIGENE P24 DU VIH 1 LA COTATION DE L'ACT;01JAN1996:00:00:00;;7;6;0;0;0;56.000000;18;INFECTIONS A VIH;15MAR2011:00:00:00;;;1;1;;0;;;;1;B;55.00
407;CLAIRANCE (RENALE) DE LA CREATININE  AVEC DOSAGES SANGUIN ET URINAIRE DE LA  CREATININE;01JAN1996:00:00:00;;13;10;0;0;0;1.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
412;EPREUVE D'HYPERGLYCEMIE PROVOQUEE (AU MOINS QUATRE   DOSAGES), Y COMPRIS RECHERCHES ET, EVENTUELLEME;01JAN1996:00:00:00;;13;10;0;0;0;2.000000;6;EXPLORATION GLUCIDIQUE;14APR2018:00:00:00;;;;1;;0;;;;1;B;30.00
413;EPREUVE SIMPLIFIEE D'HYPERGLYCEMIE;01JAN1996:00:00:00;;13;10;0;0;0;3.000000;6;EXPLORATION GLUCIDIQUE;11DEC2005:00:00:00;;;;1;;0;;;1;1;B;20.00
455;17-CETOSTEROIDES URINAIRES;01JAN1996:00:00:00;;10;0;0;0;0;28.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;60.00
461;17-HYDROXY-CORTICOSTEROIDES OU  TETRAHYDRO-11 DESOXYCORTISOL (T.H.S.)  URINAIRES;01JAN1996:00:00:00;;10;0;0;0;0;30.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;70.00
462;CORTISOL (SANG);01JAN1996:00:00:00;;10;0;0;0;0;25.000000;15;HORMONOLOGIE COURANTE;14APR2018:00:00:00;;;;3;;0;;;;1;B;50.00
463;ALDOSTERONE OU TETRAHYDRO-ALDOSTERONE  URINAIRES;01JAN1996:00:00:00;;10;0;0;0;0;31.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;120.00
466;ACIDE HYDROXY-INDOLE-ACETIQUE  (METABOLITE DE LA SEROTONINE) URINAIRE;01JAN1996:00:00:00;;10;0;0;0;0;32.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;60.00
467;ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE;01JAN1996:00:00:00;;10;0;0;0;0;33.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;60.00
468;CATECHOLAMINES TOTALES (OU  METANEPHRINES OU ACIDE HOMOVANILIQUE)  URINAIRES;01JAN1996:00:00:00;;10;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;80.00
472;L.H. DANS LE SANG;01JAN1996:00:00:00;;10;0;0;0;0;3.000000;15;HORMONOLOGIE COURANTE;20APR2016:00:00:00;;;;3;;0;;;;1;B;50.00
473;F.S.H. DANS LE SANG;01JAN1996:00:00:00;;10;0;0;0;0;4.000000;15;HORMONOLOGIE COURANTE;20APR2016:00:00:00;;;;3;;0;;;;1;B;50.00
476;CORTISOL LIBRE URINAIRE;01JAN1996:00:00:00;;10;0;0;0;0;26.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;;B;73.00
477;CATECHOLAMINES OU METANEPHRINES URINAIRES AVEC FRACTIONNEMENT (AU MOINS DEUX DOSAGES);01JAN1996:00:00:00;;10;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;2;;0;;;;;B;130.00
478;CATECHOLAMINES PLASMATIQUES PAR  CHROMATOGRAPHIE LIQUIDE HAUTE PRESSION.  AU MOINS DEUX DES TROIS D;01JAN1996:00:00:00;;10;0;0;0;0;36.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;1;B;140.00
514;PHOSPHATASES ALCALINES;01JAN1996:00:00:00;;11;0;0;0;0;4.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
516;ALANINE AMINOTRANSFERASE (ALAT,TGP) LA COTATION DE L'ACTE 0516      N'EST PAS CUMULABLE AVEC CELLE D;01JAN1996:00:00:00;;11;0;0;0;0;5.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
517;ASPARTATE AMINOTRANSFERASE (ASAT,TGO) LA COTATION DE L'ACTE    0517 N'EST PAS CUMULABLE AVEC CELLES;01JAN1996:00:00:00;;11;0;0;0;0;6.000000;8;EXPLORATION CARDIAQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
519;GAMMA GLUTAMYL TRANSFERASE (GAMMAT GT , GGT) (SANG);01JAN1996:00:00:00;;11;0;0;0;0;9.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
521;LACTATE DESHYDROGENASE (LDH) DANS LE  SANG.  CET ACTE N'EST PAS INDIQUE DANS LA  MALADIE CORONARI;01JAN1996:00:00:00;;11;0;0;0;0;11.000000;8;EXPLORATION CARDIAQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;7.00
522;TRANSAMINASES (ALAT ET ASAT, TGP ET TGO) CET ACTE     N'EST PAS INDIQUE DANS LA MALADIE CORONARIENNE;01JAN1996:00:00:00;;11;0;0;0;0;7.000000;7;EXPLORATION HEPATIQUE;20APR2016:00:00:00;;;;1;;0;;;;1;B;10.00
523;ENZYME DE CONVERSION DE L'ANGIOTENSINE;01JAN1996:00:00:00;;11;0;0;0;0;13.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;;;;1;B;55.00
524;LIPASEMIE. LES COTATIONS DES ACTES 1510 ET 0524 NE SONT PAS  CUMULABLES.;01JAN1996:00:00:00;;11;0;0;0;0;14.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;1;1;B;6.00
530;ACIDE LACTIQUE.;01JAN1996:00:00:00;;13;1;0;0;0;1.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;1;;0;;;;1;B;7.00
532;SANG : ACIDE URIQUE (URICEMIE);01JAN1996:00:00:00;;13;1;0;0;0;2.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
534;ALCOOL (ETHYLIQUE OU METHYLIQUE);01JAN1996:00:00:00;;14;0;0;0;0;61.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;30.00
536;SANG : AMMONIAQUE;01JAN1996:00:00:00;;13;1;0;0;0;3.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;35.00
537;BENZENE;01JAN1996:00:00:00;;14;0;0;0;0;60.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;65.00
547;SANG : CUIVRE (SERIQUE OU PLASMATIQUE);01JAN1996:00:00:00;;13;1;0;0;0;4.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
548;SANG : FER SERIQUE (SIDEREMIE , FE);01JAN1996:00:00:00;13JUL2017:00:00:00;13;1;0;0;0;39.000000;10;FER - FERRITINE;31JAN2012:00:00:00;13JUL2017:00:00:00;;;1;;0;;;;1;B;7.00
552;GLUCOSE;01JAN1996:00:00:00;;13;1;0;0;0;7.000000;6;EXPLORATION GLUCIDIQUE;08FEB2009:00:00:00;;;;0;;0;;;;1;B;5.00
557;LITHIUM (LI , LITHIEMIE , LI SERIQUE , LI ERYTHROCYTAIRE) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;58.000000;90;AUTRES (tous les autres codes);30MAR1997:00:00:00;;;;2;;0;;;;1;B;20.00
559;SANG : METHEMOGLOBINE (METHB);01JAN1996:00:00:00;;13;1;0;0;0;26.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;25.00
563;SANG : PHOSPHORE MINERAL (PHOSPHOREMIE , P);01JAN1996:00:00:00;;13;1;0;0;0;8.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
565;PLOMB (PB , PLOMBEMIE) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;55.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;60.00
566;PLOMB (PB) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;56.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;;B;60.00
567;LITHIUM (LI) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;59.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;2;;0;;;;;B;20.00
570;PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,;01JAN1996:00:00:00;;12;0;0;0;0;2.000000;12;PROTEINES SERIQUES;13APR2014:00:00:00;;;;1;;0;;;;1;B;53.00
571;BICARBONATES OU CO2 TOTAL.;01JAN1996:00:00:00;;13;1;0;0;0;22.000000;11;IONOGRAMMES;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
578;CALCIUM.;01JAN1996:00:00:00;;13;1;0;0;0;9.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
580;SANG : CHOLESTEROL TOTAL (CHOL) LA COTATION DES ACTES 0580 ET 0590 NE SONT PAS CUMULABLES AVEC CELL;01JAN1996:00:00:00;;13;1;0;0;0;15.000000;5;EXPLORATION LIPIDIQUE;27NOV2009:00:00:00;;;;1;;0;;;;1;B;5.00
584;SANG : MAGNESIUM PLASMATIQUE OU GLOBULAIRE (MAGNESEMIE , MG);01JAN1996:00:00:00;;13;1;0;0;0;10.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;2;;0;;;;1;B;6.00
590;SANG : TRIGLYCERIDES (TG) LA COTATION DES ACTES 0580 ET 0590  NE SONT PAS CUMULABLES AVEC CELLE DE L;01JAN1996:00:00:00;;13;1;0;0;0;16.000000;5;EXPLORATION LIPIDIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
591;SANG : UREE;01JAN1996:00:00:00;;13;1;0;0;0;11.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
592;CREATININE POUR LES ACTES 0592 ET 0593, IL EST  RECOMMANDE  POUR LE DOSAGE DE LA  CREATININE D'UTILI;14FEB1997:00:00:00;;13;1;0;0;0;12.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
593;UREE ET CREATININE POUR LES ACTES 0592 ET 0593, IL EST  RECOMMANDE POUR LE DOSAGE DE LA CREATININE D;14FEB1997:00:00:00;;13;1;0;0;0;13.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;7.00
603;LCR : GLUCOSE (GLUCORACHIE);01JAN1996:00:00:00;;13;2;0;0;0;1.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;;B;10.00
611;LCR : ELECTROPHORESE DES PROTEINES;01JAN1996:00:00:00;;13;2;0;0;0;3.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;70.00
614;LCR : DYSGLOBULINORACHIE : ELECTROPHORESE ET TYPAGE;01JAN1996:00:00:00;;13;2;0;0;0;7.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;;B;230.00
620;UR. : ACETONE  (ACETONURIE);01JAN1996:00:00:00;;13;3;0;0;0;11.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;5.00
622;UR. : ACIDE URIQUE  (URICURIE);01JAN1996:00:00:00;;13;3;0;0;0;12.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;;B;7.00
624;UR. : CALCIUM (CALCIURIE);01JAN1996:00:00:00;;13;3;0;0;0;13.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;;B;6.00
627;UR. : CREATININE (CREATININURIE);01JAN1996:00:00:00;;13;3;0;0;0;14.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;1;;B;6.00
629;UR. : PHOSPHORE MINERAL(PHOSPHATURIE);01JAN1996:00:00:00;;13;3;0;0;0;15.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;;B;6.00
