GHS_GRP_TYP;GHS_NUM;GHS_NUM_SEC;GHS_LIB;GHS_CRE_DTE;GHS_FER_DTE;GHS_NAT_ASS;GHS_AGE_MIN;GHS_AGE_MAX;GHS_SEX;GHS_CMD;GHS_ARR_DTE;GHS_PJO_DTE;GHS_MAJ_DTE;GHS_DDP_MCO;GHS_EO1_DTE;GHS_DUR_SJ1;GHS_SEU_HT1;GHS_SEU_BA1;GHS_PRU_OC1;GHS_EXH_OC1;GHS_PRU_EX1;GHS_COE_OC1;GHS_COF_OC1;GHS_F01_OC1;GHS_F02_OC1;GHS_F03_OC1;GHS_F04_OC1;GHS_F05_OC1;GHS_F06_OC1;GHS_F07_OC1;GHS_F08_OC1;GHS_F09_OC1;GHS_F10_OC1;GHS_MAJ_OC1;GHS_EO2_DTE;GHS_DUR_SJ2;GHS_SEU_HT2;GHS_SEU_BA2;GHS_PRU_OC2;GHS_EXH_OC2;GHS_PRU_EX2;GHS_COE_OC2;GHS_COF_OC2;GHS_F01_OC2;GHS_F02_OC2;GHS_F03_OC2;GHS_F04_OC2;GHS_F05_OC2;GHS_F06_OC2;GHS_F07_OC2;GHS_F08_OC2;GHS_F09_OC2;GHS_F10_OC2;GHS_MAJ_OC2;GHS_EO3_DTE;GHS_DUR_SJ3;GHS_SEU_HT3;GHS_SEU_BA3;GHS_PRU_OC3;GHS_EXH_OC3;GHS_PRU_EX3;GHS_COE_OC3;GHS_COF_OC3;GHS_F01_OC3;GHS_F02_OC3;GHS_F03_OC3;GHS_F04_OC3;GHS_F05_OC3;GHS_F06_OC3;GHS_F07_OC3;GHS_F08_OC3;GHS_F09_OC3;GHS_F10_OC3;GHS_MAJ_OC3;TEC_COL
S;1215;1;Bronchopneumopathies chroniques surinfectées, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;8;16;0;324060.00;1;13300.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;8;16;0;325423.00;1;13350.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;9;23;4;347913.00;1;13522.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1215;2;Bronchopneumopathies chroniques surinfectées, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;8;25;0;190916.00;1;6635.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;8;25;0;184633.00;1;6413.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;9;35;0;185961.00;1;7500.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1216;1;Bronchopneumopathies chroniques surinfectées, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;12;24;0;477743.00;1;10519.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;12;24;0;479753.00;1;10554.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;13;34;6;504619.00;1;13025.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1216;2;Bronchopneumopathies chroniques surinfectées, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;12;27;0;205747.00;1;6531.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;12;27;0;198976.00;1;6312.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;12;37;0;200962.00;1;11792.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1217;1;Bronchopneumopathies chroniques surinfectées, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;18;41;0;656568.00;1;26199.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;18;41;0;659165.00;1;26303.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;20;50;9;713012.00;1;26523.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1217;2;Bronchopneumopathies chroniques surinfectées, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;19;42;0;303713.00;1;11516.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;19;42;0;293651.00;1;11134.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;16;42;0;291042.00;1;13270.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1218;1;Bronchopneumopathies chroniques surinfectées, très courte durée;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;60535.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;58143.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;55971.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1218;2;Bronchopneumopathies chroniques surinfectées, très courte durée;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;16383.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;15844.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;15923.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1219;1;Suivis de greffe pulmonaire, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;78516.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;78721.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;79321.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1219;2;Suivis de greffe pulmonaire, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;52543.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;50877.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;51203.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;1220;1;Suivis de greffe pulmonaire, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;4;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;4;9;0;252600.00;1;40586.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;4;9;0;253260.00;1;40692.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;7;18;0;258544.00;1;26925.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;847;2;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;2;0;0;46312.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;2;0;0;44829.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;2;6;0;45117.00;1;13407.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;848;1;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;5;11;0;271916.00;1;16120.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;5;11;0;273038.00;1;16187.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;6;17;0;277954.00;1;19375.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;848;2;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;15;0;0;146291.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;15;0;0;141606.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;3;0;0;142515.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;849;1;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;11;28;0;596613.00;1;13708.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;11;28;0;609914.00;1;13248.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;16;28;0;619017.00;1;13283.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;849;2;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 3;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;4;0;0;236245.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;4;0;0;228679.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;6;0;0;230146.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;850;1;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;20;49;0;884483.00;1;32227.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;20;49;0;888131.00;1;32360.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;19;49;0;897959.00;1;33773.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;850;2;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, niveau 4;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;6;0;0;378231.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;6;0;0;366118.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;6;0;0;368467.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;851;1;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;2;5;0;142160.00;1;21574.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;2;5;0;142729.00;1;22458.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;3;7;0;147189.00;1;15373.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;851;2;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 1;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;2;4;0;68520.00;1;16589.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;2;4;0;66257.00;1;16041.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;2;5;0;68647.00;1;11215.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;852;1;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans, niveau 2;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;6;12;0;312931.00;1;19105.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;6;12;0;322568.00;1;19628.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;8;19;0;331666.00;1;15523.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;873;2;Symptômes et autres recours aux soins de la CMD 03;01MAR2009:00:00:00;01MAR2009:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;3;7;0;90345.00;1;15710.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;3;7;0;87257.00;1;15173.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;4;10;0;89957.00;1;15576.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;874;1;Traumatismes et déformations du nez, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;50367.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;48237.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;48711.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;874;2;Traumatismes et déformations du nez, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;26842.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;25975.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;26142.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;875;1;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;64452.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;64730.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;65394.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;875;2;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;26740.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;25885.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;26051.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;876;1;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;65714.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;65240.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;62069.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;876;2;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;36446.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;31390.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;31591.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;877;1;Troubles de l'équilibre, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;57657.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;57899.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;58400.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;877;2;Troubles de l'équilibre, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;28749.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;27743.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;27921.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;878;1;Epistaxis, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;55877.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;54599.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;55102.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;878;2;Epistaxis, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;C;01MAR2018:00:00:00;0;0;0;31591.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;30538.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;29311.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;879;1;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;60902.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;58986.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;59850.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;879;2;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;35826.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;34679.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;34902.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;880;1;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;111989.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;112473.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;113349.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;880;2;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;17;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;36550.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;35391.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;35618.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
S;881;1;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;64308.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;64557.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;65109.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;881;2;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;18;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;31101.00;0;0.00;1;0;R;F;C;D;P;E;K;V;W;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;30079.00;0;0.00;1;0;R;F;C;D;P;E;K;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;30272.00;0;0.00;1;0;R;F;C;D;P;E;Z;Z;Z;Z;01MAR2016:00:00:00;0
S;882;1;Symptômes et autres recours aux soins de la CMD 03, très courte durée;01MAR2010:00:00:00;01MAR2010:00:00:00;ASATMA;0;0;0;3;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;M;01MAR2018:00:00:00;0;0;0;59002.00;0;0.00;1;0;R;F;C;D;N;P;E;K;V;W;01MAR2018:00:00:00;01MAR2017:00:00:00;0;0;0;57255.00;0;0.00;1;0;R;F;C;D;N;P;E;K;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;0;0;0;57717.00;0;0.00;1;0;R;F;C;D;N;P;E;Z;Z;Z;01MAR2016:00:00:00;0
